LAMMPS data file via write_data, version 29 Oct 2020, timestep = 565

27300 atoms
1 atom types

0.0 489.584107683342 xlo xhi
0.0 262.471408050373 ylo yhi
0.0 2.472773160743 zlo zhi

Masses

1 55.845

Atoms # atomic

4 1 1.2717508855383861 2.0190348477668882 1.3226822253907884 0 0 0
1 1 3.6031659932953053 2.0191140229584397 2.146944469117704 0 0 -1
5 1 5.934559163722091 2.0191935969617476 0.4986407161183708 0 0 0
10 1 8.265929532262334 2.019273931599896 1.3233191202199324 0 0 0
7 1 10.59727568372748 2.0193553575759893 2.148209493895636 0 0 -1
11 1 12.928595653395812 2.019438207613017 0.5005428020259148 0 0 0
16 1 15.259886902784245 2.0195228924609285 1.325870615155895 0 0 0
13 1 17.59114636695267 2.0196097348304565 2.15142623828994 0 0 -1
17 1 19.922370392593052 2.019699007928852 0.5044441665710966 0 0 0
22 1 22.253554768063566 2.01979105946846 1.3304796507164023 0 0 0
19 1 24.584694712761927 2.019886239699583 2.156769661595912 0 0 -1
23 1 26.915784893435305 2.0199847857275173 0.5105524144809197 0 0 0
25 1 31.577791657428836 2.020192990622916 2.16451415704942 0 0 -1
28 1 29.246819370512434 2.020086946447799 1.3373869389589423 0 0 0
29 1 33.908694687166374 2.0203030941447873 0.5191763897552921 0 0 0
34 1 36.239520848383314 2.0204174322349675 1.3469368026914468 0 0 0
423 1 0.10570771832816733 4.0379906816623 2.146739445501885 0 0 -1
426 1 2.4371337280577 4.038148657737373 0.49812535870537733 0 0 0
422 1 4.768538424557001 4.038307065492059 1.322490708289591 0 0 0
429 1 7.099921210924717 4.038466603166047 2.1470635622024012 0 0 -1
432 1 9.431280959746534 4.038627979274492 0.4990731606356012 0 0 0
428 1 11.762615982295154 4.0387918713277635 1.3240693636768126 0 0 0
435 1 14.093924041427716 4.038959026556777 2.1492836998487346 0 0 -1
438 1 16.42520237253256 4.039130111494418 0.5019488091782428 0 0 0
434 1 18.75644762904373 4.039305798815697 1.327618062809636 0 0 0
441 1 21.087655909785678 4.039486728015991 2.1535266120484664 0 0 -1
440 1 25.749943123974603 4.039866794403974 1.3333274680995013 0 0 0
444 1 23.418822761732883 4.039673529566869 0.5069107311454842 0 0 0
447 1 28.081011417408778 4.040067088546131 2.1600156745453183 0 0 -1
450 1 30.412021493826916 4.0402748452721875 0.514215541234668 0 0 0
446 1 32.74296662505873 4.040490517179929 1.341488061975571 0 0 0
453 1 35.07383952852042 4.040714470954876 2.169076222769558 0 0 -1
456 1 37.404632362439166 4.040946964396736 0.5242243229383177 0 0 0
424 1 1.270877427857802 6.057104339313632 1.3219472350530697 0 0 0
843 1 0.1043973054956868 8.075981917644825 2.145636096658372 0 0 -1
846 1 2.435823771121108 8.076295632806348 0.49702238342350435 0 0 0
421 1 3.6022933228990746 6.057340783931405 2.14620916857003 0 0 -1
842 1 4.7672304313777 8.076610169383889 1.321386401854562 0 0 0
425 1 5.93368831176634 6.057578379994184 0.4979039825073524 0 0 0
430 1 8.265061552982106 6.057818197128737 1.3225797815024816 0 0 0
849 1 7.098616709400193 8.076926907436231 2.1459561820879314 0 0 -1
427 1 10.596411634934457 6.0580612781897285 2.147466362589973 0 0 -1
852 1 9.429981518642286 8.077247297299325 0.49796094061494217 0 0 0
431 1 12.927736610629552 6.058308694335894 0.49979469215816436 0 0 0
848 1 11.76132318660822 8.077572737001468 1.322950527815696 0 0 0
855 1 14.092639555491527 8.077904607679436 2.1481564029377616 0 0 -1
436 1 15.259034043464181 6.0585614698450625 1.3251162979562998 0 0 0
858 1 16.42392793410869 8.078244269555947 0.5008111741856967 0 0 0
433 1 17.590300895120464 6.058820620002046 2.1506644156521726 0 0 -1
437 1 19.921533560784084 6.059087128583075 0.503673525646138 0 0 0
854 1 18.75518506997313 8.078593037644128 1.3264681553737052 0 0 0
442 1 22.25272792621574 6.059361962386895 1.3296987673880698 0 0 0
861 1 21.0864071413049 8.078952215625451 2.152362331211976 0 0 -1
439 1 24.583879317299502 6.059646018526683 2.1559769576083148 0 0 -1
860 1 25.748728327122 8.079706653902793 1.3321276468977692 0 0 0
864 1 23.417589842659513 8.079323038035003 0.5057298547296462 0 0 0
443 1 26.91498247121824 6.059940142994639 0.5097463043413565 0 0 0
867 1 28.079817137342737 8.080104132047973 2.158794413526387 0 0 -1
445 1 31.57702033525249 6.060561591510192 2.1636759036484032 0 0 -1
448 1 29.246031597662423 6.060245105715246 1.3365657128061739 0 0 0
870 1 30.410850319526446 8.080516455764236 0.5129700946504946 0 0 0
449 1 33.9079417775421 6.060890167460786 0.5183190429024894 0 0 0
866 1 32.74182137721021 8.08094443663737 1.3402155140706713 0 0 0
454 1 36.23878845992088 6.06123133397186 1.3460581733458743 0 0 0
873 1 35.07272322389402 8.081388808397355 2.167773394992471 0 0 -1
876 1 37.40354825071912 8.081850064930054 0.5228877330688965 0 0 0
844 1 1.2691300934920489 10.095172841773252 1.320475776180499 0 0 0
841 1 3.6005475895941577 10.095563170216321 2.144737044273019 0 0 -1
845 1 5.931946178817068 10.095955360645522 0.49642884348112215 0 0 0
850 1 8.263325012657395 10.096351190703588 1.321099319432091 0 0 0
847 1 10.59468275823676 10.096752429957025 2.1459782399651615 0 0 -1
851 1 12.926017552262618 10.097160787590909 0.4982964451438181 0 0 0
856 1 15.257327024144736 10.09757799260745 1.3236054054126654 0 0 0
853 1 17.588608236593743 10.09800569841609 2.149138329287231 0 0 -1
857 1 19.91985775570616 10.098445540494586 0.5021295422549628 0 0 0
862 1 22.25107160739066 10.098899046799628 1.3281339926676217 0 0 0
859 1 24.582245327218644 10.099367710880966 2.1543883852551264 0 0 -1
863 1 26.91337386322794 10.099852941433896 0.5081306824443493 0 0 0
865 1 31.575472673507818 10.100878000801067 2.1619954566889574 0 0 -1
868 1 29.24445168032343 10.100355995948334 1.3349195548431476 0 0 0
869 1 33.906430187723224 10.101419929494243 0.5166002683723456 0 0 0
874 1 36.23731705419421 10.101982542070125 1.3442966194389203 0 0 0
1263 1 0.1022129375219762 12.113974055087233 2.1437948641830866 0 0 -1
1264 1 1.2665088321409694 14.133239675370275 1.3182653304437133 0 0 0
1266 1 2.4336401614988805 12.114439007814726 0.4951817265523726 0 0 0
1261 1 3.5979286495347544 14.133778297523332 2.1425254723415765 0 0 -1
1262 1 4.765050002947749 12.114905162681252 1.3195433788011504 0 0 0
1265 1 5.929332385572105 14.134319527036057 0.4942126258056768 0 0 0
1269 1 7.096441905172972 12.115374600516791 2.144107891477884 0 0 -1
1270 1 8.26071927582269 14.134865763936341 1.3188748910986088 0 0 0
1267 1 10.592088023783212 14.135419438866718 2.143741960353486 0 0 -1
1272 1 9.427814816967114 12.11584944338504 0.496104444464277 0 0 0
1268 1 11.759167173124592 12.116331716623055 1.3210827829085416 0 0 0
1271 1 12.923436886529347 14.13598289832061 0.4960446017693028 0 0 0
1275 1 14.090496915608748 12.116823498633403 2.146274284946826 0 0 -1
1276 1 15.254763613569713 14.136558526290068 1.321334224138701 0 0 0
1278 1 16.42180144266628 12.117326822238056 0.49891151428691977 0 0 0
1273 1 17.58606548400937 14.137148583373763 2.1468438186441205 0 0 -1
1274 1 18.753077690550334 12.117843605949835 1.324547614802312 0 0 0
1277 1 19.917339255832584 14.137755276705159 0.49980753663992705 0 0 0
1281 1 21.084322071219084 12.118375722257944 2.150417366991477 0 0 -1
1282 1 22.248581206142703 14.13838074250171 1.3257801417069675 0 0 0
1279 1 24.579787126300804 14.139027045739722 2.151998111891321 0 0 -1
1280 1 25.74669818795408 12.11949318627867 1.330122532267857 0 0 0
1284 1 23.415530440524034 12.11892500351461 0.5037567755991252 0 0 0
1283 1 26.9109522584558 14.139696093604718 0.5056990856167499 0 0 0
1287 1 28.077820167562287 12.120081807803777 2.1567530997203677 0 0 -1
1285 1 31.5731388728101 14.14110910199117 2.159465197191688 0 0 -1
1288 1 29.242071409861165 14.140389601621825 1.332441432910542 0 0 0
1290 1 30.408890725939813 12.120692334745328 0.510888073300101 0 0 0
1286 1 32.73990368883962 12.121326001646109 1.338087881679853 0 0 0
1289 1 33.90414843541025 14.141855986632484 0.5140117483763473 0 0 0
1293 1 35.07085232737147 12.121983859375634 2.165594827182362 0 0 -1
1294 1 36.23509339520153 14.142631250303312 1.3416432731354233 0 0 0
1296 1 37.40172944985954 12.122666644887762 0.5206525126185564 0 0 0
1686 1 2.4305830126319687 16.15257707951233 0.49260053005776994 0 0 0
1683 1 0.09915474840206874 16.15196746090387 2.141212932404854 0 0 -1
1682 1 4.761997115821116 16.153188289136924 1.3169587368337397 0 0 0
