# LAMMPS data file written by OVITO Basic 3.6.0
30000 atoms
2 atom types
-2.3345989466 29.6745989467 xlo xhi
-2.2190488921 29.5590488922 ylo yhi
53.9946724895 492.8053275105 zlo zhi

Atoms  # full

133 1 2 2.2208 0.603538 -0.349505 56.52
26199 1 2 2.2208 0.0340486 -1.19571 59.6827
27147 1 2 2.2208 1.92622 2.30827 59.1469
1744 1 2 2.2208 1.79526 3.07786 55.7843
908 1 1 -1.1104 0.421312 2.78442 60.895
27193 1 2 2.2208 3.81564 -0.45939 58.3821
4781 1 1 -1.1104 4.2347 1.85609 58.8718
29218 1 1 -1.1104 0.0634493 0.751241 58.601
27997 1 2 2.2208 -1.64365 2.1465 58.0037
28951 1 1 -1.1104 2.31099 1.18511 57.1932
2634 1 1 -1.1104 0.339448 3.30425 57.6563
21336 1 1 -1.1104 -0.16513 0.193793 61.7242
26417 1 1 -1.1104 -1.13828 1.15516 56.0353
28211 1 1 -1.1104 2.34608 0.425097 60.3939
28143 1 2 2.2208 -0.620844 4.69875 61.4312
5671 1 1 -1.1104 3.38569 4.24463 60.549
559 1 1 -1.1104 3.01379 3.98777 57.6432
917 1 1 -1.1104 4.93864 0.0653329 60.8056
28527 1 2 2.2208 3.37164 -0.97141 61.8698
29668 1 2 2.2208 5.2772 2.96433 57.1539
2399 1 1 -1.1104 1.86771 -1.69853 58.2841
468 1 1 -1.1104 3.86791 2.72428 55.1275
26402 1 2 2.2208 5.19099 2.40294 60.9269
1920 1 1 -1.1104 -1.67238 4.40386 56.1781
3814 1 1 -1.1104 2.44993 5.38127 54.6862
28256 1 1 -1.1104 -1.13288 -1.63471 57.1341
28925 1 1 -1.1104 -1.66572 4.41023 59.317
28908 1 1 -1.1104 1.31127 0.642864 54.6071
2771 1 1 -1.1104 5.37341 5.34671 56.9026
29750 1 2 2.2208 5.55578 -0.904266 54.6771
24420 1 1 -1.1104 19.9618 13.5464 55.0431
24996 1 1 -1.1104 5.62778 4.17312 62.1635
29909 1 1 -1.1104 0.65298 13.3582 60.6854
617 1 1 -1.1104 15.7329 -2.03556 59.952
2984 1 1 -1.1104 5.76835 0.861588 56.0951
535 1 1 -1.1104 6.1235 -0.977176 58.3614
28707 1 2 2.2208 8.49616 3.71345 54.4309
3319 1 1 -1.1104 6.20786 4.07502 59.4071
29779 1 1 -1.1104 6.97382 1.71377 58.3772
494 1 2 2.2208 8.03847 0.0610427 56.7887
22072 1 2 2.2208 8.7351 3.02782 58.994
2126 1 2 2.2208 7.08981 -0.679493 60.3181
3816 1 1 -1.1104 7.64606 3.84718 56.9207
7517 1 1 -1.1104 10.8025 3.76572 54.8005
1312 1 2 2.2208 10.8768 -0.763521 58.797
16 1 2 2.2208 11.4278 1.51337 56.0191
2319 1 2 2.2208 12.1047 2.89698 59.4803
6834 1 1 -1.1104 9.69966 4.87874 58.0008
29721 1 1 -1.1104 8.99912 1.3955 55.2305
23148 1 1 -1.1104 10.1882 1.79147 57.9513
6540 1 1 -1.1104 12.8116 0.759282 58.124
26422 1 1 -1.1104 12.1767 3.60619 57.2338
1678 1 1 -1.1104 9.94189 3.07119 60.8958
29564 1 1 -1.1104 10.4387 -0.575788 56.3367
