# LAMMPS data file written by OVITO Basic 3.6.0
18000 atoms
2 atom types
-0.1002652478 27.9942652478 xlo xhi
-1.0569087073 335.7849087073 ylo yhi
-0.1088979517 28.0028979517 zlo zhi

Atoms  # full

9101 1 2 2.2208 13.8345 24.2612 11.2795
324 1 1 -1.1104 12.8169 5.98426 12.6041
663 1 2 2.2208 2.6504 7.50656 -0.112348
4 1 1 -1.1104 12.5038 22.6086 12.6178
323 1 1 -1.1104 9.54784 8.7714 12.5457
322 1 1 -1.1104 6.84006 8.84265 12.5348
25 1 2 2.2208 5.58198 10.2686 -0.0271911
8 1 2 2.2208 5.50053 1.72398 2.61056
9 1 1 -1.1104 12.362 8.72993 12.4682
10 1 2 2.2208 11.1775 1.70567 2.64881
11 1 1 -1.1104 9.62886 22.6552 12.484
321 1 1 -1.1104 9.81055 5.93661 12.6683
13 1 2 2.2208 2.62863 4.50549 2.74538
14 1 1 -1.1104 6.82691 22.8062 12.5049
9052 1 2 2.2208 13.7781 10.2498 8.37183
103 1 2 2.2208 5.38169 -0.914948 11.2126
17 1 2 2.2208 8.35375 4.7902 2.63166
18 1 2 2.2208 5.54534 7.45489 2.67731
29 1 2 2.2208 11.0083 10.1457 -0.10196
20 1 2 2.2208 11.2102 7.27817 2.70748
21 1 1 -1.1104 4.25991 22.701 12.5651
22 1 1 -1.1104 1.18924 17.2589 12.3904
23 1 2 2.2208 2.74846 10.3428 2.76847
320 1 1 -1.1104 7.05424 5.91882 12.6244
44 1 2 2.2208 -0.0978256 24.3046 2.8002
6 1 2 2.2208 13.8633 18.5463 5.42524
27 1 2 2.2208 8.45329 10.1723 2.75653
28 1 2 2.2208 5.55701 12.9876 2.73711
340 1 2 2.2208 10.9568 12.9439 13.9868
30 1 2 2.2208 11.1641 13.0858 2.59404
31 1 1 -1.1104 12.3502 14.3534 12.5237
32 1 1 -1.1104 12.335 11.549 12.4256
33 1 2 2.2208 2.62832 15.8357 2.72721
319 1 1 -1.1104 3.98264 8.75007 12.8149
35 1 1 -1.1104 9.69968 14.2763 12.5543
36 1 1 -1.1104 6.84882 14.3365 12.6816
37 1 2 2.2208 8.24564 15.7522 2.80491
38 1 2 2.2208 5.48385 18.6526 2.727
39 1 1 -1.1104 9.61875 11.4833 12.5155
40 1 2 2.2208 11.1328 18.5815 2.67424
41 1 1 -1.1104 6.87331 11.5502 12.5307
42 1 1 -1.1104 3.97767 14.3034 12.3785
43 1 2 2.2208 2.63 21.4207 2.80426
318 1 1 -1.1104 1.15158 8.75282 12.5971
45 1 1 -1.1104 1.23109 14.3915 12.5456
46 1 1 -1.1104 4.18033 11.4371 12.6629
47 1 2 2.2208 8.20473 21.3094 2.6392
48 1 2 2.2208 5.46613 24.0787 2.59877
49 1 1 -1.1104 1.28425 11.5339 12.5861
50 1 2 2.2208 11.012 24.2622 2.68557
51 1 1 -1.1104 1.38338 22.7255 12.3759
52 1 2 2.2208 2.90555 1.83985 5.59892
1 1 2 2.2208 13.8278 24.1083 5.43138
54 1 1 -1.1104 12.5198 19.7917 12.4384
483 1 1 -1.1104 1.46297 19.9469 12.8465
56 1 2 2.2208 8.45232 1.71412 5.64621
2 1 2 2.2208 13.9231 21.4002 8.31734
58 1 2 2.2208 5.51851 1.7252 8.38891
8992 1 2 2.2208 13.9612 4.49452 2.65707
60 1 2 2.2208 11.1925 1.72914 8.38209
61 1 1 -1.1104 12.1466 17.0218 12.7511
62 1 2 2.2208 2.64329 7.53856 5.56032
63 1 2 2.2208 2.57487 4.63663 8.28167
64 1 1 -1.1104 9.58868 19.8326 12.4903
65 1 2 2.2208 5.4428 4.6699 5.65074
66 1 2 2.2208 8.24462 7.3786 5.57621
67 1 2 2.2208 8.43956 4.63331 8.53028
68 1 2 2.2208 5.41924 7.41421 8.34044
69 1 2 2.2208 10.9979 4.67576 5.62463
70 1 2 2.2208 11.0054 7.39501 8.33172
71 1 1 -1.1104 6.83368 20.0633 12.5818
72 1 2 2.2208 2.57038 13.0425 5.55044
73 1 2 2.2208 2.61018 10.3979 8.48177
74 1 1 -1.1104 9.37103 17.0498 12.4441
75 1 2 2.2208 5.50735 10.2026 5.57509
76 1 2 2.2208 8.33915 12.8482 5.59075
